category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Навушники,Навушники Defender",9,9.0,,369.0,
"Інтернет магазин,Навушники,Навушники Edifier",2,2.0,,499.0,
"Інтернет магазин,Навушники,Навушники Firo",2,2.0,,241.0,
"Інтернет магазин,Навушники,Навушники GamePro",7,7.0,7.0,499.0,31.289111389236545
"Інтернет магазин,Навушники,Навушники Golf",2,2.0,1.0,799.0,25.031289111389235
"Інтернет магазин,Навушники,Навушники Google",3,3.0,,1960.0,
"Інтернет магазин,Навушники,Навушники Hator",3,3.0,3.0,599.0,25.031289111389235
"Інтернет магазин,Навушники,Навушники Havit",1,1.0,,475.0,
"Інтернет магазин,Навушники,Навушники Haylou",8,8.0,7.0,649.0,9.107468123861567
"Інтернет магазин,Навушники,Навушники Hoco",1,1.0,,1037.0,
"Інтернет магазин,Навушники,Навушники Honor",1,1.0,,1019.0,
"Інтернет магазин,Навушники,Навушники Huawei",5,5.0,2.0,4499.0,25.010421008753646
"Інтернет магазин,Навушники,Навушники HyperX",11,11.0,4.0,1499.0,31.241378030357552
"Інтернет магазин,Навушники,Навушники JBL",81,81.0,42.0,1999.0,24.178374238150262
"Інтернет магазин,Навушники,Навушники Jabra",12,12.0,6.0,1999.0,33.344448149383126
"Інтернет магазин,Навушники,Навушники Jaybird",1,1.0,,3278.0,
"Інтернет магазин,Навушники,Навушники KZ",5,5.0,,1029.0,
"Інтернет магазин,Навушники,Навушники Klipsch",1,1.0,1.0,2899.0,49.494773519163765
"Інтернет магазин,Навушники,Навушники Lenovo",13,13.0,1.0,464.0,12.587412587412587
"Інтернет магазин,Навушники,Навушники Logitech",13,13.0,6.0,1899.0,30.971856734004795
"Інтернет магазин,Навушники,Навушники MSI",1,1.0,,1583.0,
"Інтернет магазин,Навушники,Навушники Marshall",3,3.0,3.0,3999.0,24.532930741649366
"Інтернет магазин,Навушники,Навушники Meizu",2,2.0,,1417.0,
"Інтернет магазин,Навушники,Навушники Microsoft",2,2.0,,2852.0,
"Інтернет магазин,Навушники,Навушники Motorola",3,3.0,3.0,69.0,30.303030303030305
"Інтернет магазин,Навушники,Навушники Nomi",3,3.0,3.0,149.0,25.12562814070352
"Інтернет магазин,Навушники,Навушники OPPO",11,11.0,7.0,1999.0,20.004000800160032
"Інтернет магазин,Навушники,Навушники Omg",1,1.0,1.0,349.0,61.17908787541713
"Інтернет магазин,Навушники,Навушники Omthing",3,3.0,,1299.0,
"Інтернет магазин,Навушники,Навушники Ovleng",1,1.0,,555.0,
"Інтернет магазин,Навушники,Навушники Panasonic",43,43.0,15.0,289.0,41.736227045075125
"Інтернет магазин,Навушники,Навушники Philips",5,5.0,,899.0,
"Інтернет магазин,Навушники,Навушники Pioneer",1,1.0,,1899.0,
"Інтернет магазин,Навушники,Навушники PlayStation",4,4.0,,3244.0,
"Інтернет магазин,Навушники,Навушники QCY",13,13.0,3.0,699.0,22.246941045606228
"Інтернет магазин,Навушники,Навушники Rapoo",1,1.0,,299.0,
"Інтернет магазин,Навушники,Навушники Razer",17,17.0,5.0,2499.0,26.6844563042028
"Інтернет магазин,Навушники,Навушники Realme",4,4.0,1.0,1299.0,12.515644555694617
"Інтернет магазин,Навушники,Навушники Remax",5,5.0,3.0,760.0,15.034013605442176
"Інтернет магазин,Навушники,Навушники Sabbat",1,1.0,,1828.0,
"Інтернет магазин,Навушники,Навушники Samsung",12,12.0,9.0,3333.0,17.54385964912281
"Інтернет магазин,Навушники,Навушники Sennheiser",8,8.0,,2486.5,
"Інтернет магазин,Навушники,Навушники Somic",21,21.0,,845.0,
"Інтернет магазин,Навушники,Навушники Sony",23,23.0,20.0,999.0,22.488263148053626
"Інтернет магазин,Навушники,Навушники Steelseries",14,14.0,6.0,3749.0,22.22716159146477
"Інтернет магазин,Навушники,Навушники Sven",27,27.0,,373.0,
"Інтернет магазин,Навушники,Навушники Trust",2,2.0,2.0,99.0,37.735849056603776
"Інтернет магазин,Навушники,Навушники UiiSii",11,11.0,,139.0,
"Інтернет магазин,Навушники,Навушники Xiaomi",11,11.0,7.0,799.0,30.792917628945343
"Інтернет магазин,Навушники,Навушники vivo",3,3.0,1.0,2499.0,16.672224074691563
"Інтернет магазин,Накладки на унітаз,Накладки на унітаз Efe Plastics",2,,,325.0,
"Інтернет магазин,Накладки на унітаз,Накладки на унітаз Elif Plastik",1,,,800.0,
"Інтернет магазин,Накладки на унітаз,Накладки на унітаз Hoz",38,,,184.0,
"Інтернет магазин,Накладки на унітаз,Накладки на унітаз NN",7,5.0,5.0,330.0,12.0
"Інтернет магазин,Накладки на унітаз,Накладки на унітаз PROservice",1,,,,
