category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Makita",1,1.0,,42000.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Mamibot",12,2.0,,4899.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Midea",3,,,9599.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Miele",3,,,30494.5,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи NN",1,,,1490.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Neato",4,,,,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Philips",5,2.0,2.0,6999.0,21.90756274409071
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Polaris",8,7.0,,8799.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Puppyoo",1,1.0,,3599.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Redmond",4,,,,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи RoboRock",8,1.0,1.0,9999.0,15.385798907608278
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Rowenta",8,1.0,1.0,8999.0,41.28629753658425
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Samsung",7,,,17749.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Scarlett",4,,,2999.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Sencor",8,6.0,1.0,5899.0,44.45679355376493
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Viomi",6,1.0,1.0,9548.5,14.54677697972543
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Xiaomi",6,1.0,1.0,7249.0,29.415225320625957
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Xiaowa",3,,,5349.0,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Ximei",1,,,,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Xrobot",2,,,,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи iClebo",8,,,,
"Інтернет магазин,Роботи-пилососи,Роботи-пилососи iLife",13,,,5379.0,
"Інтернет магазин,Рушники",9,4.0,,260.0,
"Інтернет магазин,Рушники,Рушники Abercrombie & Fitch",1,,,,
"Інтернет магазин,Рушники,Рушники Arena",1,,,,
"Інтернет магазин,Рушники,Рушники Art of Sultana",16,13.0,,589.0,
"Інтернет магазин,Рушники,Рушники Awa",18,9.0,,260.0,
"Інтернет магазин,Рушники,Рушники Barine",107,72.0,72.0,435.0,30.006075334143375
"Інтернет магазин,Рушники,Рушники Beach Holiday",2,,,350.0,
"Інтернет магазин,Рушники,Рушники Bestrich",1,1.0,1.0,422.0,39.714285714285715
"Інтернет магазин,Рушники,Рушники Buldans",40,8.0,8.0,500.0,29.971988795518207
"Інтернет магазин,Рушники,Рушники Colorfull Home",1,,,300.0,
"Інтернет магазин,Рушники,Рушники Compact Towel",1,1.0,,453.0,
"Інтернет магазин,Рушники,Рушники Disney",2,2.0,,283.0,
"Інтернет магазин,Рушники,Рушники Dormeo",1,1.0,1.0,559.0,20.028612303290416
"Інтернет магазин,Рушники,Рушники Englishhome",13,,,369.0,
"Інтернет магазин,Рушники,Рушники Fadolli Ricci",14,14.0,,183.5,
"Інтернет магазин,Рушники,Рушники Fantasy Accessories",9,1.0,1.0,235.0,44.705882352941174
"Інтернет магазин,Рушники,Рушники Gold Soft Life",35,2.0,,296.0,
"Інтернет магазин,Рушники,Рушники Gursan",3,3.0,,361.0,
"Інтернет магазин,Рушники,Рушники HEAD",4,4.0,,639.0,
"Інтернет магазин,Рушники,Рушники Home Line",25,4.0,,251.0,
"Інтернет магазин,Рушники,Рушники IDO",2,1.0,,481.0,
"Інтернет магазин,Рушники,Рушники IKEA",1,,,,
"Інтернет магазин,Рушники,Рушники Iris Home",1,,,,
"Інтернет магазин,Рушники,Рушники Irya",44,22.0,22.0,381.0,30.055658627087197
"Інтернет магазин,Рушники,Рушники Lifeventure",1,,,,
"Інтернет магазин,Рушники,Рушники Light House",2,,,479.0,
"Інтернет магазин,Рушники,Рушники Lotus",14,4.0,4.0,243.0,10.0
"Інтернет магазин,Рушники,Рушники Lovely Svi",7,,,599.0,
"Інтернет магазин,Рушники,Рушники MHZ",1,,,99.0,
"Інтернет магазин,Рушники,Рушники MebelLoft",8,,,,
"Інтернет магазин,Рушники,Рушники Merzuka",15,15.0,,316.0,
"Інтернет магазин,Рушники,Рушники Mute",1,1.0,,225.0,
"Інтернет магазин,Рушники,Рушники NN",42,12.0,1.0,260.0,34.58646616541353
"Інтернет магазин,Рушники,Рушники Philippus",4,4.0,,413.0,
"Інтернет магазин,Рушники,Рушники Pinguin",5,1.0,1.0,312.0,30.303030303030305
"Інтернет магазин,Рушники,Рушники Pupilla",2,2.0,,2624.0,
"Інтернет магазин,Рушники,Рушники Sea To Summit",8,1.0,1.0,261.0,15.32567049808429
"Інтернет магазин,Рушники,Рушники Solafa",12,8.0,8.0,310.0,26.19047619047619
"Інтернет магазин,Рушники,Рушники SoundSleep",5,,,,
"Інтернет магазин,Рушники,Рушники Spokey",21,17.0,5.0,492.5,13.043478260869565
"Інтернет магазин,Рушники,Рушники Sports",4,,,428.0,
"Інтернет магазин,Рушники,Рушники TM TAG",8,1.0,1.0,218.0,8.403361344537815
"Інтернет магазин,Рушники,Рушники Tac",6,6.0,6.0,136.0,9.933774834437086
"Інтернет магазин,Рушники,Рушники Tom Tailor",1,,,350.0,
"Інтернет магазин,Рушники,Рушники Tramp",2,,,141.0,
"Інтернет магазин,Рушники,Рушники Uquip",2,1.0,1.0,811.5,10.030395136778116
"Інтернет магазин,Рушники,Рушники Vende",15,6.0,2.0,300.0,16.419753086419753
"Інтернет магазин,Рушники,Рушники Zastelli",11,9.0,1.0,240.0,27.745664739884393
"Інтернет магазин,Рушники,Рушники Zugo Home",15,2.0,,290.0,
"Інтернет магазин,Рушники,Рушники Аиша",1,1.0,,213.0,
"Інтернет магазин,Рушники,Рушники Еней-Плюс",21,5.0,5.0,209.5,14.356435643564357
"Інтернет магазин,Рушники,Рушники Речицкий Текстиль",2,,,198.0,
"Інтернет магазин,Рушники,Рушники Руно",12,,,81.0,
"Інтернет магазин,Рюкзаки,Рюкзаки VUP",3,2.0,,799.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Amway",4,4.0,,803.5,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Ariel",17,17.0,17.0,389.0,45.8639705882353
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Asens Kids",2,2.0,,44.5,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Auchan",6,6.0,,83.5,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання BioMio",1,,,297.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Biolife",2,2.0,,345.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Calgon",1,1.0,,188.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання DALLI",1,1.0,1.0,167.0,33.46613545816733
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання DenkMit",4,4.0,4.0,216.0,19.565217391304348
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Felce Azzurra",1,1.0,,139.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Formil",1,1.0,1.0,216.0,12.903225806451612
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Friendly Organic",8,8.0,,307.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Frosch",17,16.0,2.0,396.0,37.78903903903904
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання GREEN&CLEAN",2,2.0,,500.5,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Gama",3,1.0,1.0,457.0,12.844036697247706
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Losk",3,1.0,1.0,211.0,66.99386503067484
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Miele",9,,,650.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Multichem",9,9.0,5.0,267.0,10.056657223796034
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання NN",1,1.0,,164.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання O'key",3,,,139.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Odorcide",2,2.0,,2498.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Persil",17,8.0,8.0,379.0,44.590780809031045
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Perwoll",23,10.0,10.0,149.0,41.568627450980394
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Pigeon",5,5.0,,349.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Power De Luxe",5,5.0,,140.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Primaterra",18,18.0,,630.5,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Procter & Gamble",1,1.0,1.0,306.0,13.068181818181818
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Purezza",9,9.0,,240.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання RAMPI",7,7.0,,199.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Rex",2,1.0,1.0,107.5,29.365079365079364
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання SAMA",11,10.0,,73.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Thornell Corporation USA",2,2.0,2.0,826.5,15.047169811320755
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Tide",5,5.0,5.0,189.0,17.84037558685446
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Tino High-Power",1,1.0,,76.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Tiret",1,1.0,,102.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Unice",1,1.0,,159.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Бланидас",1,1.0,,342.0,
"Інтернет магазин,Рідкі засоби для прання,Рідкі засоби для прання Кожен День",6,6.0,,29.0,
"Інтернет магазин,Свічки для торта,Свічки для торта Actuel",5,4.0,,22.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Auchan",1,1.0,,17.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Bagi",10,,,157.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Benson",2,1.0,,318.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання DEVISAN",2,,,,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Domi",1,,,50.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Home Line",23,2.0,,26.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Hoz",3,,,122.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Karaca Home",1,,,,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Kleenex",2,2.0,,35.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання NN",1,,,,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Novax",1,1.0,,40.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Stenson",3,,,42.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Vileda",2,1.0,,82.5,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Добра Господарочка",3,1.0,,21.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Мелочи жизни",11,3.0,,50.5,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Помічниця",2,,,50.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Речицкий Текстиль",5,,,43.0,
"Інтернет магазин,Серветки для прибирання,Серветки для прибирання Фрекен Бок",6,4.0,,62.0,
"Інтернет магазин,Серветки,Серветки 1A",1,,,819.0,
"Інтернет магазин,Серветки,Серветки ALBATROS",1,1.0,,21.0,
"Інтернет магазин,Серветки,Серветки ART",18,,,300.0,
"Інтернет магазин,Серветки,Серветки Actuel",7,2.0,,59.0,
"Інтернет магазин,Серветки,Серветки Auchan",20,8.0,,29.5,
"Інтернет магазин,Серветки,Серветки CW",2,2.0,,147.5,
"Інтернет магазин,Серветки,Серветки Chicco",2,,,,
"Інтернет магазин,Серветки,Серветки Confisue",6,,,,
"Інтернет магазин,Серветки,Серветки DenkMit",5,3.0,3.0,132.0,18.51851851851852
"Інтернет магазин,Серветки,Серветки Doily",1,1.0,,145.0,
"Інтернет магазин,Серветки,Серветки Elleair",6,4.0,,99.5,
"Інтернет магазин,Серветки,Серветки Elso",4,,,68.0,
"Інтернет магазин,Серветки,Серветки Empire",1,,,,
"Інтернет магазин,Серветки,Серветки FROM FACTORY",2,1.0,1.0,44.5,14.285714285714286
"Інтернет магазин,Серветки,Серветки Fesko",6,1.0,,161.0,
"Інтернет магазин,Серветки,Серветки Fresh",4,,,24.5,
"Інтернет магазин,Серветки,Серветки Hillary",2,,,229.5,
"Інтернет магазин,Серветки,Серветки Kleenex",6,,,51.0,
"Інтернет магазин,Серветки,Серветки Lili",5,,,32.0,
"Інтернет магазин,Серветки,Серветки Lupilu",2,,,54.5,
"Інтернет магазин,Серветки,Серветки Medicare",1,1.0,,69.0,
"Інтернет магазин,Серветки,Серветки NN",61,33.0,,95.0,
"Інтернет магазин,Серветки,Серветки Ozone",2,,,,
"Інтернет магазин,Серветки,Серветки PROservice",1,1.0,1.0,48.0,14.285714285714286
"Інтернет магазин,Серветки,Серветки Piel Cosmetics",1,,,83.0,
"Інтернет магазин,Серветки,Серветки Pyunkang Yul",1,,,,
"Інтернет магазин,Серветки,Серветки Ruta",8,,,46.0,
"Інтернет магазин,Серветки,Серветки Sanador",3,2.0,,23.5,
"Інтернет магазин,Серветки,Серветки Santan",1,,,,
"Інтернет магазин,Серветки,Серветки Selpak",3,2.0,2.0,23.0,12.916666666666668
"Інтернет магазин,Серветки,Серветки Veiro",1,,,50.0,
"Інтернет магазин,Серветки,Серветки Velvet",6,,,63.0,
"Інтернет магазин,Серветки,Серветки Zewa",7,1.0,,41.0,
"Інтернет магазин,Серветки,Серветки Кожен День",7,5.0,,16.0,
"Інтернет магазин,Серветки,Серветки Лис Борис",7,7.0,2.0,86.0,19.883720930232556
"Інтернет магазин,Серветки,Серветки Мальва",1,,,29.0,
"Інтернет магазин,Серветки,Серветки Мелочи жизни",1,1.0,,74.0,
"Інтернет магазин,Серветки,Серветки Обухов",2,1.0,,21.0,
"Інтернет магазин,Серветки,Серветки Рокас",9,6.0,2.0,100.5,39.907296650717704
"Інтернет магазин,Серветки,Серветки Украина",17,,,,
"Інтернет магазин,Серветки,Серветки Фрекен Бок",1,1.0,,63.0,
"Інтернет магазин,Смарт-годинники",1,1.0,1.0,2262.0,19.069767441860463
"Інтернет магазин,Смарт-годинники,Смарт-годинники 70mai",2,2.0,,2499.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Amazfit",36,36.0,17.0,2360.5,26.322716504343248
"Інтернет магазин,Смарт-годинники,Смарт-годинники AmiGo",20,20.0,11.0,1359.0,22.246941045606228
"Інтернет магазин,Смарт-годинники,Смарт-годинники Amico",4,4.0,,1299.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Apple",131,14.0,6.0,11999.0,14.286989909813377
"Інтернет магазин,Смарт-годинники,Смарт-годинники Asus",1,1.0,,3999.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Bakeey",3,3.0,,1199.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Blackview",10,10.0,1.0,1394.0,26.32964718272775
"Інтернет магазин,Смарт-годинники,Смарт-годинники Cubot",5,5.0,,1099.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Edelin",1,1.0,,869.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Fitbit",1,1.0,,5995.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Fossil",1,1.0,,4950.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Garmin",25,25.0,,16105.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Haylou",3,3.0,,999.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Honor",3,3.0,,4079.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Huawei",8,8.0,7.0,3999.0,13.3422281521014
"Інтернет магазин,Смарт-годинники,Смарт-годинники IMILAB",1,1.0,1.0,999.0,23.094688221709006
"Інтернет магазин,Смарт-годинники,Смарт-годинники JETIX",1,1.0,,1190.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники King Wear",2,2.0,,1484.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Lemfo",32,32.0,1.0,1324.0,10.837988826815643
"Інтернет магазин,Смарт-годинники,Смарт-годинники Lenovo",3,3.0,,1329.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Mavens",1,1.0,,969.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Mibro",1,1.0,,999.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Mobvoi",1,1.0,,3259.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники OPPO",2,2.0,,6954.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники OnePlus",2,2.0,,4433.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Polar",2,2.0,,12899.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники SENOIX",1,1.0,,990.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Samsung",10,9.0,,7499.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Smart Baby",32,32.0,17.0,979.0,10.02004008016032
"Інтернет магазин,Смарт-годинники,Смарт-годинники Smart band",1,1.0,,399.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Suunto",3,3.0,,13295.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Terfo",5,5.0,2.0,2099.0,16.324822101297613
"Інтернет магазин,Смарт-годинники,Смарт-годинники UWatch",270,270.0,20.0,788.0,7.147962830593281
"Інтернет магазин,Смарт-годинники,Смарт-годинники Ulefone",3,3.0,,1199.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Umidigi",11,11.0,,1169.0,
"Інтернет магазин,Смарт-годинники,Смарт-годинники Xiaomi",3,3.0,1.0,1799.0,30.00750187546887
"Інтернет магазин,Смарт-годинники,Смарт-годинники ZEPP E",6,6.0,6.0,2999.0,40.008001600320064
"Інтернет магазин,Смарт-годинники,Смарт-годинники Zeblaze",13,13.0,,1049.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Apple",270,73.0,71.0,27999.0,13.636983499249967
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Asus",1,1.0,1.0,19999.0,3.5030156815440288
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Blackview",8,8.0,1.0,3443.5,9.093692590324556
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Cubot",11,11.0,,3625.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Doogee",10,10.0,4.0,3440.0,6.250261293419016
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Google",19,19.0,12.0,6777.0,9.091549792092467
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони HTC",4,4.0,2.0,6849.0,9.092120973390765
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Honor",6,6.0,2.0,4999.0,6.001765225066196
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Huawei",17,15.0,4.0,6099.0,8.334722453742291
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони IQOO",1,1.0,,6445.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Infinix",2,2.0,,4585.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони LG",19,19.0,16.0,4885.0,10.524417888979487
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Leagoo",2,2.0,,1699.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Meizu",1,1.0,,2875.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Motorola",11,10.0,7.0,3599.0,11.114198388441233
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Nokia",8,8.0,4.0,3949.0,16.79515829484844
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Nubia",2,2.0,2.0,8332.5,20.70743804992373
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони OPPO",17,17.0,6.0,5999.0,9.857357157143394
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони OnePlus",19,19.0,7.0,15999.0,1.907472447620201
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Oukitel",10,10.0,2.0,3450.0,11.59406514448829
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Poco",12,12.0,7.0,7399.0,15.385798907608278
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Samsung",156,156.0,121.0,11249.0,10.889554706064676
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Sony",21,21.0,6.0,4299.0,9.09502512459587
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Tecno",17,17.0,,3299.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Ulefone",1,1.0,,2055.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Umidigi",7,7.0,,4695.0,
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Xiaomi",48,45.0,32.0,6499.0,14.287755393627661
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони ZTE",33,33.0,19.0,2699.0,15.559013114025339
"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони vivo",13,13.0,10.0,7699.0,14.286734766769055
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети 7 Чудес Чистоты",1,1.0,,20.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Auchan",6,6.0,,22.5,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Brabantia",16,,,,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети DEVISAN",26,14.0,,34.5,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети FROM FACTORY",1,1.0,1.0,64.0,13.513513513513514
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети JAH",4,,,,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Joseph Joseph",1,,,,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети NN",36,13.0,1.0,29.0,32.474964234620884
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети PROservice",5,1.0,,41.5,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Simplehuman",1,,,676.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Townew",3,2.0,,599.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Usams",1,1.0,,189.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Vivat",1,,,,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Xiaomi",1,,,149.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Бонус",1,,,,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Добра Господарочка",2,1.0,,38.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Кожен День",1,1.0,,19.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Лис Борис",7,7.0,1.0,82.0,20.388349514563107
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Мелочи жизни",12,6.0,,60.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Помічниця",13,9.0,,32.0,
"Інтернет магазин,Сміттєві пакети,Сміттєві пакети Фрекен Бок",25,11.0,,57.0,
"Інтернет магазин,Стерилізатори,Стерилізатори 59S",1,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори ANail",1,1.0,,1690.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Adna",1,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори As Seen On TV",2,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори BSM",2,2.0,2.0,575.5,21.804130123779313
"Інтернет магазин,Стерилізатори,Стерилізатори BYU",2,,,2247.5,
"Інтернет магазин,Стерилізатори,Стерилізатори Bartscher",1,,,27414.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Black Owl",2,2.0,2.0,799.0,42.59447278426829
"Інтернет магазин,Стерилізатори,Стерилізатори CG",3,3.0,2.0,1199.0,9.11227259835501
"Інтернет магазин,Стерилізатори,Стерилізатори COLLIN",2,,,10860.5,
"Інтернет магазин,Стерилізатори,Стерилізатори Cnv",1,1.0,1.0,534.0,31.007751937984494
"Інтернет магазин,Стерилізатори,Стерилізатори Codyson",6,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори Cristofoli Sella",2,,,10875.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Customs",10,4.0,,180.0,
"Інтернет магазин,Стерилізатори,Стерилізатори DM",1,1.0,,270.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Digital Ultrasonic Cleaner",2,2.0,,4000.0,
"Інтернет магазин,Стерилізатори,Стерилізатори EverStar",1,1.0,1.0,899.0,17.522935779816514
"Інтернет магазин,Стерилізатори,Стерилізатори Five",2,2.0,1.0,672.5,25.031289111389235
"Інтернет магазин,Стерилізатори,Стерилізатори Gelius",2,1.0,1.0,1429.5,33.44481605351171
"Інтернет магазин,Стерилізатори,Стерилізатори Germix",4,1.0,,969.5,
"Інтернет магазин,Стерилізатори,Стерилізатори Hurakan",6,,,3773.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Kodi",2,2.0,,360.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Koito",1,1.0,1.0,799.0,27.2975432211101
"Інтернет магазин,Стерилізатори,Стерилізатори MHZ",1,,,369.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Madodo",1,,,2399.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Master",3,1.0,,737.0,
"Інтернет магазин,Стерилізатори,Стерилізатори MedLed",3,1.0,1.0,1242.0,34.21610169491525
"Інтернет магазин,Стерилізатори,Стерилізатори Medicom",15,12.0,,345.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Momax",2,2.0,2.0,249.0,41.76414425380093
"Інтернет магазин,Стерилізатори,Стерилізатори NN",60,31.0,11.0,462.0,24.931506849315067
"Інтернет магазин,Стерилізатори,Стерилізатори NOVA",1,1.0,,1950.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Nail Craft",1,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори Rias",1,1.0,,642.0,
"Інтернет магазин,Стерилізатори,Стерилізатори SELINA",1,,,12412.0,
"Інтернет магазин,Стерилізатори,Стерилізатори SUN",2,1.0,1.0,1782.0,8.017621145374449
"Інтернет магазин,Стерилізатори,Стерилізатори SalonHome",28,25.0,,1500.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Sanitizer",7,3.0,,1070.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Smart",1,1.0,1.0,722.0,18.876404494382022
